id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4322171,COZY!Walk to Holiday Park &LAS OLAS.,22441003,Miriam,,Fort Lauderdale,26.13072,-80.13065,Entire home/apt,275,7,22,2022-03-15,0.25,2,336,4,
4332945,Lauderdale BoatHouse w/Ocean Access,9688645,Kevin,,Dania Beach,26.06639,-80.1898,Entire home/apt,125,3,23,2021-11-25,0.26,1,337,8,
4364138,Tropical Retreat - City Close,2042945,Tonya,,Miramar,25.96254,-80.31512,Private room,200,2,0,,,1,0,0,
4416835,"SEABREEZE STUDIO #6 FOR 4, GREAT LOCATION!",17469794,Valerie,,Hollywood,26.0165,-80.11586,Entire home/apt,199,5,42,2022-03-12,0.50,42,180,6,
4484576,Blue Room - Heart of Wilton Manors. Heated Pool.,3685146,Raazee,,Wilton Manors,26.16101,-80.12848,Private room,85,1,568,2022-03-21,6.32,3,54,25,
4484641,Home steps from the beach!,23247360,Lise-Anne,,Hollywood,26.01541,-80.11683,Entire home/apt,550,2,39,2022-01-29,0.45,1,270,10,
4490306,"Stay Warm on The Beach ""The Umbrella Drink""",6509464,Rich,,Hollywood,26.01734,-80.11672,Private room,114,5,46,2022-02-22,0.52,6,312,15,
4491593,Stay Warm on Hollywood Beach Studio,6509464,Rich,,Hollywood,26.01592,-80.1169,Private room,195,4,27,2022-01-02,0.31,6,306,4,
4492175,Red Room - Heart of Wilton Manors. Heated Pool.,3685146,Raazee,,Wilton Manors,26.15993,-80.12924,Private room,78,1,544,2022-03-17,6.06,3,63,24,
4494878,MIAMI- CHARMING 2 BDRM OCEANVIEW,637272,Bianca,,Hollywood,25.99362,-80.11729,Entire home/apt,297,15,14,2021-04-21,0.16,6,353,1,
4509621,Heated Pool up to 10 GUESTS 5 minutes to the Beach,5221395,Yolande,,Hallandale Beach,25.98341,-80.15035,Entire home/apt,800,2,23,2022-02-20,0.29,3,337,14,
4538391,Luxury 4/2 nr beach sleep 8 Hot Tub,23505135,Lance,,Pompano Beach,26.22884,-80.09726,Entire home/apt,311,2,95,2022-03-23,1.28,1,314,25,
4545138,"Heated Pool, Free Parking, Location",23164450,Stacy,,Hallandale Beach,25.98723,-80.12646,Private room,108,1,61,2022-03-11,0.69,1,1,18,
4559328,Pompano Beach Right On the Beach!,11873653,George,,Pompano Beach,26.22837,-80.09003,Entire home/apt,250,7,8,2022-01-01,0.09,1,0,1,
4562966,Located in the  QClub Ft Lauderdale Bch Rsrt(2212),5397550,Sunshine,,Fort Lauderdale,26.12937,-80.10438,Entire home/apt,300,1,44,2022-01-15,0.52,5,303,5,
4580179,Vacation Apartment 2&2 +/-90 days,23741402,Andrew,,Hollywood,26.00805,-80.14581,Entire home/apt,80,80,26,2017-08-22,0.30,1,157,0,
4595496,The Tides  Direct Ocean View   .  30 days,23821171,Alex,,Hollywood,25.98982,-80.11786,Entire home/apt,189,1,5,2019-05-26,0.06,2,299,0,
4596401,Beautiful 1 Bdrm Condo & enjoy my Pool for a week!,23825526,Kim,,Hollywood,26.01759,-80.13178,Entire home/apt,89,1,2,2021-05-13,0.08,2,0,1,
4597522,Right on the Beach.  30 days rent,23821171,Alex,,Hollywood,25.9894,-80.11987,Entire home/apt,299,4,12,2021-06-14,0.14,2,310,1,
4637874,Fort Lauderdale walk to LAS OLAS,339865,Susan,,Fort Lauderdale,26.12308,-80.12804,Entire home/apt,139,4,95,2021-12-30,1.09,1,269,11,
4668569,room in Fort lauderdale,5514632,Tony,,North Lauderdale,26.21685,-80.22818,Private room,39,1,9,2016-12-04,0.11,12,111,0,
4686653,PENTHOUSE ON THE BEACH 2/2 OCEANFRONT CONDO,2001930,Dmitri,,Hollywood,25.98822,-80.1191,Entire home/apt,249,14,5,2020-01-02,0.07,48,143,0,
4707242,Cottage Room,24330722,John,,Fort Lauderdale,26.12119,-80.1293,Private room,62,1,265,2022-03-11,3.01,2,188,46,
4741523,Room at the Tennis Club,24476265,Bruce,,Wilton Manors,26.15253,-80.14759,Private room,53,30,18,2022-02-16,0.20,2,122,1,
4767766,★3br 3bth Home Dog Friendly 10 Mins to Beach ★,14472956,James,,Fort Lauderdale,26.18476,-80.15698,Entire home/apt,166,1,201,2022-03-12,2.55,4,170,32,
4774207,Lux Studio,24623672,Eileen,,Hollywood,26.01405,-80.13522,Entire home/apt,135,3,129,2022-03-14,1.57,2,261,25,
4786772,"Beach Penthouse w/1 Bedroom, King Bed at the Tides",24675123,Komffy,,Hollywood,25.98814,-80.11831,Entire home/apt,400,5,157,2022-03-06,1.86,3,17,33,
4786849,Tropical Tiki Pool Home,24676288,Martha,,Deerfield Beach,26.29734,-80.08985,Entire home/apt,300,4,8,2021-12-29,0.20,1,214,6,
4808516,"WOW! Gated, FREE GOLF & TENNIS! Pembroke Pines, FL",1258016,Mark,,Pembroke Pines,26.00266,-80.2629,Entire home/apt,90,120,2,2015-03-01,0.02,1,329,0,
4808775,"Luxurious Close to Beach ""Little Palace""",8869038,Kenneth,,Pompano Beach,26.22512,-80.09848,Entire home/apt,706,5,48,2022-01-11,0.64,1,125,13,
4836110,PENTHOUSE OCEANFRONT 3/3  ON THE BEACH,2001930,Dmitri,,Hollywood,25.98695,-80.11944,Entire home/apt,449,7,6,2021-07-03,0.08,48,104,2,
4841935,Breathtaking Oceanview Condo 16th Floor,18282693,Raydiant,,Hollywood,25.98932,-80.11844,Entire home/apt,150,30,0,,,8,328,0,
4867216,Beautiful 😎 Waterfront home 3 Bdrms  Pool ☀️ Sand 🏖,25026680,Joe,,Fort Lauderdale,26.10464,-80.12815,Entire home/apt,399,3,149,2022-02-27,1.81,1,126,37,
4876339,20mins North of Wynwood 5mins Till Hollywood Beach,24515578,Wayne,,Hollywood,26.007,-80.15498,Entire home/apt,133,1,104,2021-11-29,1.18,1,337,6,
4885353,"Ideal place to relax, even if it’s only one night",25133481,Delene,,Pembroke Pines,26.00518,-80.21768,Private room,70,1,142,2022-03-07,1.61,1,307,43,
4909030,Sunny Room,24330722,John,,Fort Lauderdale,26.12099,-80.12933,Private room,52,1,535,2022-03-17,6.14,2,203,70,
4923644,OCEANFRONT ON THE BEACH 1/1.5 8FL ON THE BEACH,2001930,Dmitri,,Hollywood,25.9883,-80.11833,Entire home/apt,229,7,2,2019-05-13,0.03,48,112,0,
4923853,On the beach!  1 bedroom 2 bath condo free parking,25361296,Nelly,,Hollywood,25.99408,-80.11688,Entire home/apt,95,28,14,2022-01-01,0.20,1,213,4,
4925618,Beach House Steps from the Ocean,25372446,Alida,,Pompano Beach,26.22804,-80.09029,Entire home/apt,450,4,25,2022-01-22,0.40,3,249,5,
4930326,OCEANFRONT MODERN 2/2 BEDROOM ON THE BEACH 2TH FL,2001930,Dmitri,,Hollywood,25.98803,-80.11961,Entire home/apt,265,7,10,2022-01-30,0.16,48,58,6,
4936937,Priv.Rm.and bath.No security deposit / cleanup fee,3322748,Gordon/,,Lauderdale Lakes,26.1613,-80.18949,Private room,55,2,67,2017-04-24,0.76,1,328,0,
4939909,Cozy Little studio steps from the beach,22238827,Veronika,,Hollywood,26.02179,-80.11563,Private room,126,1,73,2022-02-25,1.30,5,317,13,
4948999,Historic house  built in 1924,25507540,Mermolina,,Fort Lauderdale,26.1217,-80.12868,Private room,62,2,477,2022-03-10,5.44,1,290,58,
4968309,"No Cleaning Fee, Close to Airport + Cruise Port",7046445,Mike And Tom,,Hollywood,26.02395,-80.17125,Private room,60,1,554,2020-03-19,6.33,1,109,0,
4997686,Gorgeous Oceanfront Condo 1508,18282693,Raydiant,,Hollywood,25.9903,-80.11923,Entire home/apt,175,10,4,2022-01-05,0.07,8,322,1,
5003799,2/1 MARY POP APARTMENTS,454736,"Jon,  Mary Pop Apartments",,Dania Beach,26.0344,-80.14156,Entire home/apt,100,7,14,2021-09-10,0.16,8,296,1,
5006441,Quiet Pool Home - Walk to the Beach and Town!,6422630,Erik,,Lauderdale By The Sea,26.18605,-80.10291,Entire home/apt,350,7,54,2021-12-10,0.63,2,161,13,
5014677,Make Yourself at Home Two,7259492,Alda,,Miramar,25.98579,-80.31645,Private room,68,180,24,2021-02-08,0.28,2,296,0,
5030079,"Best location in Pompano beach, Clean and safe.",25965138,Dan,,Pompano Beach,26.24686,-80.08809,Entire home/apt,277,4,35,2022-03-16,0.58,9,297,14,
5039493,Studio Romantic Cute #3 UV Light Sanitized,11679207,Jorge,,Hollywood,26.01803,-80.16079,Entire home/apt,65,30,5,2021-11-16,0.10,2,323,1,
5065713,Spacious 3/3 Only  5 Minutes Away From Beach!!,26132558,Nikhil,,Hollywood,26.02401,-80.13897,Entire home/apt,221,2,40,2022-01-16,0.46,1,341,7,
5069031,"OCEAN VIEW CONDO 1/1 FOR 4, POOL & PARKING",17469794,Valerie,,Hollywood,26.0227,-80.11582,Entire home/apt,222,5,9,2022-01-13,0.11,42,192,6,
5078835,Very nice 3+ Bedroom and 2 Bath Condo,14751091,Philip,,Deerfield Beach,26.32001,-80.1453,Entire home/apt,150,28,13,2022-01-11,0.17,4,53,4,
5085220,Stunning Oceanfront 3B/2B Condo 327,18282693,Raydiant,,Hollywood,25.9904,-80.11849,Entire home/apt,250,7,10,2019-04-12,0.12,8,300,0,
5089651,"1/2 block from beach 🏖 free WiFi, fitness center",26293939,Rebecca,,Pompano Beach,26.25612,-80.08843,Entire home/apt,148,2,197,2022-03-01,2.36,1,322,15,
5215679,⛱ Beach→4mins | Outdoor Gym | 4 Ensuite Bathrooms,25057846,Justin,,Fort Lauderdale,26.105465,-80.108528,Entire home/apt,917,2,9,2022-03-23,2.27,1,287,9,
5221521,Bimini Breeze Apt.3 - pool- beach,8556229,Ofir,,Pompano Beach,26.2358,-80.10071,Entire home/apt,96,2,89,2022-03-06,1.06,4,340,21,
5238751,Cozy Room,10601274,Giuliana,,Fort Lauderdale,26.10064,-80.14907,Private room,45,30,38,2022-02-25,0.45,1,51,5,
5239045,Magnificent 6BR Canal Home - Villa Riverside Tiki!,9443719,Ida Annika,,Fort Lauderdale,26.14444,-80.10884,Entire home/apt,1656,2,65,2022-02-13,0.77,10,338,14,
5241603,Large room with private bathroom,26975461,Jason,,Miramar,25.99122,-80.27741,Private room,74,7,58,2022-02-26,0.69,5,67,6,
5251709,Charming Private Villa - 1bedrm/1bath & kitchen,27053200,Jay And Madi,,Pompano Beach,26.23182,-80.10893,Entire home/apt,185,2,306,2022-03-22,3.53,1,268,36,
5256133,2 bed 2 bath on the beach!,7137755,Nick,,Fort Lauderdale,26.18115,-80.09925,Entire home/apt,130,89,30,2019-04-13,0.35,1,335,0,
5268379,Private Entrance&BathTranquil Paradise in FL🇺🇸,11885471,Pasunart,,Oakland Park,26.17452,-80.15354,Private room,79,3,304,2022-03-20,3.52,1,302,19,
5269765,Lovely Fort Lauderdale 2BD/2BT with a heated pool!,16908884,Martin,,Fort Lauderdale,26.19871,-80.1181,Entire home/apt,200,32,20,2021-06-22,0.23,1,286,2,
5271972,Enchanting Beach Town. Villa just 2.5 bks to Ocean,22134830,Sandra,,Sea Ranch Lakes,26.19737,-80.09977,Entire home/apt,359,5,42,2022-02-12,0.52,2,27,19,
5285577,Key West House- Cottage. PETS Same day bookings ok,23016144,Eric,,Wilton Manors,26.15829,-80.15195,Entire home/apt,92,1,387,2022-03-21,4.47,2,320,37,
5317923,Spacious room with private bathroom.,26975461,Jason,,Miramar,25.99009,-80.27761,Private room,76,5,64,2022-02-14,0.75,5,70,8,
5328904,★ Dog Friendly 10 Mins to Beach 36 Inch Smart TV ★,14472956,James,,Fort Lauderdale,26.18588,-80.15723,Private room,26,1,113,2021-11-11,1.40,4,0,11,
5337812,★His & Her Sink Private Bath★ King Bed★42 InchTV★,14472956,James,,Fort Lauderdale,26.18588,-80.15723,Private room,24,1,116,2022-03-02,1.44,4,0,16,
5337867,★King Bed Private Bath★Dog Friendly 55 Inch HD TV★,14472956,James,,Fort Lauderdale,26.18588,-80.15723,Private room,29,1,96,2021-12-10,1.19,4,0,17,
5410528,Hidden Gem Studio Apartment,28047151,Jacki,,Fort Lauderdale,26.13089,-80.12604,Private room,115,1,156,2022-03-21,1.82,1,127,31,
5443383,Vacation on Hollywood Beach ~ Efficiencies & 1/1,6509464,Rich,,Hollywood,26.01792,-80.11719,Private room,213,4,15,2022-01-23,0.20,6,352,7,
5445232,A Clean &Quiet Piece of Paradise -2 Bedroom,11553282,Lorraine & Greg,,Fort Lauderdale,26.21017,-80.11935,Entire home/apt,163,1,440,2022-03-22,5.13,5,246,60,
5509722,"You deserve a break! Unwind, forget, and regroup!",28576919,Suzanne,,Hollywood,26.00187,-80.12983,Private room,60,1,43,2020-07-14,1.09,1,0,0,
5521879,Hollywood Beach: Sun+Fun = Love It! 1/1,6509464,Rich,,Hollywood,26.01651,-80.11705,Private room,190,2,20,2022-02-06,0.24,6,361,3,
5536991,Amazing Views from Luxury Highrise!,28711976,Eva,,Sunrise,26.15861,-80.31604,Entire home/apt,179,28,27,2020-08-17,0.32,3,234,0,
5579327,OCEANFRONT ON THE BEACH  1/1.5 14FL ON THE BEACH,2001930,Dmitri,,Hollywood,25.98793,-80.11794,Entire home/apt,195,10,4,2019-04-02,0.05,48,22,0,
5581517,"Private Terrace, beach: 0.2 mile, F.Lauderdale, 2r",28939001,Olivier,,Fort Lauderdale,26.16438,-80.10062,Entire home/apt,179,3,81,2022-02-27,0.96,4,216,20,
5587170,"Stunning Water Views, Large Canal, A Zen Garden",28968983,Claude,,Pompano Beach,26.22637,-80.11606,Entire home/apt,553,3,100,2022-03-22,1.30,1,295,4,
5598824,Beach and holidays in a perfect place! 10,29028383,Amden,,Hollywood,25.9873,-80.11862,Entire home/apt,295,3,18,2021-07-28,0.22,8,226,4,
5601522,4/4 House Private Shower/Bathroom Each Room,29040778,Kyan,,Hollywood,26.01114,-80.13873,Entire home/apt,752,2,50,2021-06-27,0.59,5,245,2,
5607730,Spacious Private Room w/Library in Waterfront Home,20240198,Bill,,Hollywood,26.01163,-80.16922,Private room,65,1,308,2022-03-18,3.65,6,306,44,
5623151,Condo at Tennis Club,24476265,Bruce,,Fort Lauderdale,26.15212,-80.14907,Entire home/apt,70,30,10,2021-12-15,0.12,2,12,1,
5628197,#3: Quiet 1BR with Real Kitchen & Central AC,4246703,Matthew,,Fort Lauderdale,26.151352,-80.120438,Entire home/apt,152,2,348,2022-03-21,4.08,62,147,22,
5629823,Habor Haven Condo Fort Lauderdale Beach,5562547,Jorge,,Fort Lauderdale,26.125,-80.1044,Entire home/apt,150,30,2,2021-03-28,0.03,1,359,1,
5640029,1 BR Close to Everything!  Studio also available,28011754,Bobby,,Fort Lauderdale,26.13212,-80.13586,Entire home/apt,136,6,20,2022-03-17,0.27,2,170,2,
5640200,BEST DEAL on the BEACH @ Hollywood Beach  FLORIDA,29229680,Sunshine,,Hollywood,25.99232,-80.11877,Entire home/apt,143,21,7,2021-06-06,0.11,6,188,1,
5649421,"MARY POP APART SLEEP 3, # 205 LAST MINUTE OK",454736,"Jon,  Mary Pop Apartments",,Dania Beach,26.03392,-80.14201,Entire home/apt,70,7,5,2020-02-01,0.06,8,296,0,
5661115,"SOLAR! PRIVATE APARTMENT FOR 2, WITH POOL ACCESS!",29345759,Jim,,Fort Lauderdale,26.10686,-80.13677,Entire home/apt,590,1,198,2019-07-25,2.32,7,0,0,
5665799,Charming Beach Villa w/ Pool Fort Lauderdale Beach,12705227,Rhona,,Fort Lauderdale,26.16023,-80.10168,Entire home/apt,291,3,83,2022-03-22,0.98,2,292,20,
5708185,XL 2BR/2BA Hollywood Beach Ocean!,26931782,Max,,Hollywood,26.00177,-80.11855,Entire home/apt,500,120,8,2017-09-06,0.11,2,359,0,
5713571,Cozy 2 bedroom private house w Pool,29622548,Solvita,,Hollywood,26.03017,-80.1549,Entire home/apt,242,6,31,2022-03-19,0.38,2,348,6,
5715764,4/4 House Private Shower/Bathroom Each Room,29040778,Kyan,,Hollywood,26.0111,-80.13973,Entire home/apt,752,2,1,2020-09-09,0.05,5,245,0,
5724290,Self Check In. Kitchenette. Sawgrass Mall BB&T FLA,25615926,Angelisa,,Plantation,26.15936,-80.30245,Entire home/apt,98,1,293,2022-03-21,3.88,1,100,62,
5747289,"2 bedrooms at the beach, family friendly",29811867,Sheila,,Hollywood,25.9873,-80.11862,Entire home/apt,250,4,33,2021-03-03,0.41,1,24,0,
5769668,2/1 MARY POP APARTMENTS # 208 SLEEP 5,454736,"Jon,  Mary Pop Apartments",,Dania Beach,26.03392,-80.14201,Entire home/apt,100,7,6,2021-01-01,0.07,8,296,0,
5773722,"SKY PRIVATE APARTMENT FOR 2, WITH POOL ACCESS!",29345759,Jim,,Fort Lauderdale,26.10737,-80.13452,Private room,690,1,124,2019-07-24,1.47,7,0,0,
5777176,Welcome to Sunrise!,29974230,Sue,,Sunrise,26.15857,-80.23739,Private room,55,2,98,2022-03-20,1.15,1,252,32,
5779548,Great 2/2 condo at the beach,29985109,Silvio,,Hollywood,25.98966,-80.11746,Entire home/apt,130,30,3,2022-01-31,0.07,1,166,2,
5794057,2BD/2BA - Beautiful Beach Condo!,29960617,Daisy,,Hollywood,25.98695,-80.11935,Entire home/apt,185,2,40,2022-03-19,0.50,1,241,21,
5794500,BEACH CLUB ON THE BEACH 5-STAR 1/1,2001930,Dmitri,,Hallandale Beach,25.98527,-80.11933,Entire home/apt,345,10,0,,,48,327,0,
5806705,3/2 House with pool,30126911,Rafael,,Pembroke Pines,26.00613,-80.22634,Entire home/apt,129,5,99,2022-03-05,1.30,1,319,31,
5815174,Key West House Cabin PETS and same day bookings ok,23016144,Eric,,Wilton Manors,26.15834,-80.15273,Entire home/apt,69,1,316,2021-07-10,3.81,2,114,10,
5823577,Fort Lauderdale Waterfront Villa,25716954,Natasha,,Fort Lauderdale,26.19982,-80.1307,Entire home/apt,199,5,75,2022-01-23,0.93,2,159,16,
5860328,The best of two Worlds,11068214,Ronald,,Hollywood,25.98724,-80.11795,Entire home/apt,250,7,36,2022-01-18,0.45,7,120,7,
5860470,"EXECUTIVE POOL HOME 4/4,GOLF COURSE",30428293,Cristina & Jesse,,Plantation,26.11486,-80.27759,Entire home/apt,479,5,27,2021-09-02,0.32,1,276,3,
5884333,Bimini Breeze Apt.4 - pool- beach,8556229,Ofir,,Pompano Beach,26.2358,-80.10071,Entire home/apt,85,2,95,2022-03-17,1.14,4,340,18,
5956900,Walk to the Beach Coral Reef Waterfront House,9743916,Michelle,,Lauderdale By The Sea,26.20689,-80.09551,Entire home/apt,680,7,10,2022-03-09,0.21,9,293,2,
5963838,Oceanfront condo with amazing views,28941575,Elizabeth,,Hollywood,25.98925,-80.11895,Entire home/apt,140,3,38,2022-01-02,1.10,1,186,32,
5979587,Cozy 15th floor Ocean Front,20474214,Fabiana,,Hollywood,25.98943,-80.11734,Entire home/apt,200,6,8,2021-05-23,0.10,6,322,1,
5999842,Tides Great condo on the beach,6439113,Ines,,Hollywood,25.98832,-80.11887,Entire home/apt,173,4,25,2022-03-14,0.32,3,303,6,
6031423,Studio w pool & seperate entrance .,29622548,Solvita,,Hollywood,26.03032,-80.15466,Entire home/apt,108,6,9,2022-01-03,0.12,2,273,2,
6038150,Amazing Apartment by the Beach and Sea View! 12,29028383,Amden,,Hollywood,25.98744,-80.11901,Entire home/apt,369,5,26,2021-12-21,0.34,8,229,5,
6064917,UPSCALE APARTMENT  STEPS TO THE BEACH -HEATED POOL,31472848,Janice,,Pompano Beach,26.25452,-80.08808,Entire home/apt,140,3,41,2022-02-12,0.54,2,315,5,
6079175,Best location in downtown Hollywood,31555794,Eddie,,Hollywood,26.01004,-80.14497,Private room,196,1,1,2018-04-10,0.02,8,361,0,
6079479,Best location in downtown Hollywood,31555794,Eddie,,Hollywood,26.0094,-80.14541,Private room,214,1,2,2020-03-16,0.02,8,362,0,
6079620,Best location in downtown Hollywood,31555794,Eddie,,Hollywood,26.00859,-80.14654,Private room,214,1,2,2021-05-29,0.10,8,362,1,
6079796,Best location in downtown Hollywood,31555794,Eddie,,Hollywood,26.00971,-80.14644,Private room,239,2,0,,,8,362,0,
6082275,GREAT CONDO ON THE BEACH!,15362033,Ana,,Hollywood,25.98794,-80.11764,Entire home/apt,160,6,16,2022-01-18,0.19,23,205,8,
6088111,INCREDIBLE CONDO WITH OCEAN VIEW,31595811,Miami Rent Apart,,Hollywood,25.9892,-80.11874,Entire home/apt,373,1,12,2022-03-13,0.31,50,212,6,
6102192,"Ocean Manor, Beach, Balcony,Kitchen, Studio Apt.",5324933,Sherban & Barbara,,Fort Lauderdale,26.17801,-80.09695,Entire home/apt,122,2,177,2021-12-27,2.13,1,102,36,
6108545,Tropical Paradise I,16931093,Kevin W,,Fort Lauderdale,26.14178,-80.14624,Entire home/apt,99,3,312,2022-03-18,3.82,2,244,46,
6162938,Cottage By The Beach 30-Day Minimum Lease,31969535,Hugo Fabio,,Fort Lauderdale,26.10868,-80.1082,Entire home/apt,129,22,50,2020-03-31,0.60,1,358,0,
6181248,Entire 5 bedroom private home on the intercoastal.,24794232,Yeliz,,Fort Lauderdale,26.12012,-80.16236,Entire home/apt,1000,10,1,2022-01-03,0.37,1,356,1,
6210339,"°4 Px partial sea view, Costa H- Global Rent Apart",11509065,Marcos,,Hollywood,26.01712,-80.11821,Entire home/apt,288,4,26,2022-03-19,0.35,13,87,5,
6231165,Sunny Twin Daybed 9min to Beach/Boca Rsrt,22267267,Dee,,Lighthouse Point,26.26563,-80.09797,Private room,43,90,25,2022-02-12,0.30,2,52,1,
6258979,HomeAtSun: Ocean Line Beach Access. Near Malls,32410590,Chris,,Hollywood,25.98869,-80.11806,Entire home/apt,217,4,199,2022-03-07,2.41,2,266,44,
6271547,Miami Hollywood Precioso Condo Sea View,31595811,Miami Rent Apart,,Hollywood,25.9882,-80.1183,Entire home/apt,373,1,3,2022-03-06,0.05,50,219,1,
6276259,"A Palm Beach feel in Deerfield Beach, Florida",29589820,Cabana Carioca,,Deerfield Beach,26.320234,-80.077324,Entire home/apt,246,2,70,2022-01-02,0.92,4,201,28,
6276494,A Delray Beach feel in Deerfield Beach,29589820,Cabana Carioca,,Deerfield Beach,26.31912,-80.07777,Entire home/apt,193,2,55,2022-01-17,0.73,4,257,21,
6276635,A Miami feel in Deerfield Beach,29589820,Cabana Carioca,,Deerfield Beach,26.32,-80.0777,Entire home/apt,208,2,80,2021-12-19,1.06,4,208,29,
6277062,A  Key West feel in Deerfield Beach,29589820,Cabana Carioca,,Deerfield Beach,26.31999,-80.07676,Entire home/apt,293,2,45,2021-12-20,0.59,4,218,14,
6304834,PRIVATE TWO BEDROOM HOUSE WITH POOL ACCESS!,29345759,Jim,,Fort Lauderdale,26.11564,-80.13506,Entire home/apt,108,1,230,2019-07-10,2.76,7,0,0,
6342762,DEPTO FRENTE AL MAR ALEXANDER TOWER,33032674,Gisela,,Hollywood,25.9922,-80.11836,Entire home/apt,180,28,2,2015-09-22,0.02,1,0,0,
6342964,"Private Patio & Gas Grill, Windows on All 4 Sides",4246703,Matthew,,Fort Lauderdale,26.13964,-80.129,Entire home/apt,124,1,353,2022-03-17,4.23,62,146,28,
6368676,Gay Men’s Private Pool Home: Pool View Apartment,5984799,Arnie & Jacob,,Fort Lauderdale,26.1508,-80.14185,Entire home/apt,170,4,21,2022-01-23,0.27,2,246,5,
6381557,BEATIFUL APARTMENT ON THE BEACH!,15362033,Ana,,Hollywood,25.98949,-80.11877,Entire home/apt,160,6,33,2022-01-23,0.43,23,180,7,
6412813,Spacious 2B/2B with Ocean View,31595811,Miami Rent Apart,,Hollywood,25.98826,-80.11877,Entire home/apt,472,1,11,2022-01-31,0.14,50,181,3,
6414375,One Bedroom Apartment w/pool+ocean.,31595811,Miami Rent Apart,,Hollywood,25.98768,-80.1186,Entire home/apt,425,1,5,2022-03-06,0.18,50,231,3,
6414801,Miami Hollywood Great One Bedroom Condo Ocean View,31595811,Miami Rent Apart,,Hollywood,25.98822,-80.11838,Entire home/apt,373,1,3,2022-03-18,0.09,50,199,1,
